x,y,score
387,393,0.02937185214907715
380,393,0.02364722156487686
396,392,0.01644732593195906
377,399,0.014621121888029052
393,398,0.011622753049106893
385,387,0.011004732743717952
384,399,0.009883498960914228
371,394,0.009438219049043555
397,384,0.009322703862806822
373,388,0.00900605378266187
379,385,0.007200447857144654
365,391,0.006573757465654579
401,396,0.005223576254340018
384,406,0.0043741683481038325
371,401,0.0042955665132556175
