x,y,score
396,396,0.053041314044908146
397,389,0.04423108260671601
390,399,0.03819140784343997
388,389,0.01970309320655306
394,383,0.019111513173785573
396,403,0.014273022622813604
383,394,0.012406441897403222
403,392,0.011596747054954403
404,385,0.005685707990080658
380,383,0.005223344608819527
378,399,0.00465923576341553
384,402,0.004511375702710455
386,380,0.004440607540362052
