x,y,model,amp1,v01 (km/s),σ1 (km/s),FWHM1 (km/s),SNR1,amp2,v02 (km/s),σ2 (km/s),FWHM2 (km/s),SNR2,AIC(1G),AIC(2G),amp,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
398,378,2g,29.880488428882156,7.0073056286775275,0.1652518092202671,0.3891382653880694,5.289540098869143,14.787216265252464,8.092723680801676,0.11525025030923024,0.27139359443318156,2.6176805500307236,58.957293845507685,48.71461003486283,,,,,
391,379,1g,,,,,,,,,,,58.00617171754732,60.410765233354965,11.837728411605795,7.508315921236655,0.9361632268963876,2.204495889960152,2.0955527303960433
400,384,2g,40.39784538273267,6.681196062118838,0.42898686166758443,1.0101868415920612,7.151356430082097,24.400901413758596,8.947114434802005,0.17701703713363798,0.4168432593830334,4.319525993821159,126.44416984800364,59.96213149127077,,,,,
385,386,1g,,,,,,,,,,,56.19275702375036,63.0809154479504,11.291205299442268,8.106519568743549,0.8204063868398873,1.9319093678583035,1.9988054525318213
394,386,2g,26.369456895049506,6.741161372335338,0.2528839422718849,0.59549616494068,4.668006012142147,19.01243629738066,7.602051573145524,2.140701057187556,5.040965663486401,3.365642580158869,124.16619936998862,65.24373663118115,,,,,
389,391,1g,,,,,,,,,,,50.323734977147694,52.16465061912949,20.146405082205565,8.131629756463528,1.1651635714782147,2.7437504813883296,3.566381379073531
398,391,2g,26.530367877146464,5.59205255297308,3.9999999999997153,9.41927999999933,4.69649099136784,39.59428954479661,6.412474307025624,0.31601839005916393,0.7441664252791205,7.00910839298727,199.95065735147043,57.70091374374584,,,,,
382,392,2g,21.957890034316772,8.203014458446239,0.20383928576073584,0.480004826895096,3.8870562674876203,13.000057025343184,9.213691356279037,0.5604869348025893,1.3198458438118332,2.3013118773745154,210.5406214303247,72.84037336326519,,,,,
404,393,2g,28.379494583057113,6.872642625660291,0.5204536532525798,1.22557467175224,5.02382934402174,12.406730861003116,9.472947103943724,0.8464302122726249,1.9931907924638228,2.1962793727869583,89.70939454745647,50.879822552380446,,,,,
396,397,2g,37.27027245423476,6.3264892047553145,0.31311242928537314,0.7373234107297825,6.5977034181240795,21.180806741686666,6.558753544803904,2.8443092138553627,6.697836222970886,3.7494944854467644,165.45287520087487,57.07724779621995,,,,,
389,398,1g,,,,,,,,,,,80.50412624935517,78.10766951086724,28.124521034375086,7.3916585081788,1.3186873101652814,3.105271251723408,4.978693106937981
402,399,2g,28.032151492713613,6.788183955827276,0.6533375044570284,1.5384922222454998,4.962341553793346,11.847546063980124,9.193296385061874,0.4131535269393073,0.9729021883072196,2.0972906827737083,87.40393097570659,60.089810169724686,,,,,
393,403,1g,,,,,,,,,,,64.69692125116431,70.55425112136668,23.125362437173642,6.387936828895413,1.9404472754851787,4.569404053258009,4.093725984548385
399,405,2g,18.489561819482386,6.958546958434769,0.4163693615497928,0.9804748999646832,3.2730816595400207,17.952454599851883,9.304718396146683,0.09055776208052595,0.21324722930246412,3.178001213235082,59.45492060935351,46.42451675196044,,,,,
391,409,2g,9.309733219184759,7.937605345954844,0.12680262969497108,0.2985973684583118,1.6480388963472556,19.48922279569167,9.057014882525486,0.11088096121748589,0.2611047050941601,3.450044858502411,67.76137903098599,45.62424196903506,,,,,
