x,y,model,amp1,v01 (km/s),σ1 (km/s),FWHM1 (km/s),SNR1,amp2,v02 (km/s),σ2 (km/s),FWHM2 (km/s),SNR2,AIC(1G),AIC(2G),amp,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
391,378,2g,22.242136230454506,7.871889015776397,0.9631941063644226,2.2681487455490696,5.24182671057419,24.319026788644525,7.981217267362969,0.27998807688061694,0.6593215232000145,5.731289606136957,111.54161743162106,81.48680952864648,,,,,
399,379,2g,63.998215140897834,7.114925641975828,0.4193590886240275,0.9875151690736325,15.082524002137035,12.746968933619137,9.298046186103619,0.6284789624016988,1.4799548302427683,3.0040910433601287,175.16479966942816,70.26527788066454,,,,,
385,381,2g,11.979125988692367,7.81052008967878,1.4178253274919972,3.338723437684705,2.8231327209876538,28.525775319256194,8.131289049994043,0.38217318365000497,0.8999490563227047,6.722698281272941,80.19318810743007,48.87934956405577,,,,,
396,386,2g,57.809856170832234,6.6404042321057855,0.5803563854584043,1.3666348236051598,13.624107193256245,21.099762502723227,8.621757140249885,1.0889731527427586,2.564335759541703,4.972602340332229,224.0050305514936,86.24200503956307,,,,,
388,387,2g,12.16812942628085,6.389888347548711,0.33193799236362936,0.7816542231777217,2.867675352022578,48.25823303475091,8.268464786134963,0.9218708202009583,2.170839844825621,11.373066521385207,80.68695592692784,61.13934289857883,,,,,
403,387,2g,12.313163817498886,6.018320059123951,3.306901145377081,7.787156955156858,2.9018557534894844,59.91555245559237,7.0532956215737075,0.33334940792996426,0.7849778527816385,14.120358763494334,141.08169979192613,57.029819791539744,,,,,
381,388,2g,8.409408960894826,6.440662054624436,0.3041287883786171,0.7161685534497352,1.9818539035384588,40.17505867616276,8.652331274708914,0.8901815651915584,2.096217353344386,9.468096656077897,59.937097970013994,47.25239180875632,,,,,
368,389,2g,16.221833536771758,8.753318019471534,0.13432517181766504,0.316311601099674,3.82301589408981,29.354023407153452,9.3227160104579,0.7760538640978314,1.8274671602548553,6.917892344700055,74.52150424537645,59.87478824789625,,,,,
397,393,2g,49.84971731990358,6.452478794376848,0.440185868176996,1.036558486100554,11.74813323030815,22.62152397802222,7.6898363192430494,3.999999999999992,9.419279999999981,5.331237404235084,374.7489161166947,105.33569206552026,,,,,
388,394,2g,36.08526158779811,8.33336873550883,0.6734055745428881,1.5857489150450839,8.504250045460301,34.010448848317324,9.963488621708919,2.6122755056658034,6.151438606251947,8.015276831531391,110.71079020832475,87.00068863344795,,,,,
405,394,2g,47.77181198484503,7.06435447104855,0.29425645280467827,0.6929209801935126,11.258431181255824,11.048471666041788,8.094054790779222,0.17353210318631299,0.40863686722519355,2.6038044767832322,111.47652845383199,94.44727781542942,,,,,
379,395,2g,9.239136977337838,6.418224378164522,0.2922058842546024,0.6880922603604229,2.1773967432207173,68.71171284572894,9.341655755074365,0.9865211209437006,2.323079666020645,16.193358766991317,66.86604369907234,46.95760703298525,,,,,
366,397,2g,6.988489229385475,8.02168660705439,0.11098811446697347,0.2613570317091185,1.6469843152473245,37.88630660006518,9.963488621708926,0.7138883248998328,1.6810785052406243,8.928704142604147,694.1453444322851,61.446329476401516,,,,,
373,398,1g,,,,,,,,,,,54.74547316238774,54.48935596101809,49.87771958870087,9.700722102666486,0.7514153176232353,1.769447818245547,11.754732553278636
393,399,2g,41.52747846138001,6.01832005912508,3.3057004571767736,7.78432955056901,9.786822792839622,13.658477617117391,7.785837662287319,0.17744923089048104,0.41786099788552256,3.2189072154479224,91.91290478060135,68.32253530520836,,,,,
400,399,2g,47.645890434116176,6.933830013365788,0.393362047818474,0.926296817443899,11.228755122211476,17.372681370300473,8.426300672011802,3.9999999999998117,9.419279999999556,4.094237365404123,380.9187756587974,76.44953594222359,,,,,
385,400,1g,,,,,,,,,,,72.97248960842781,71.97254574751521,56.936163660919554,8.490861535034758,0.8855353949775733,2.085276458801089,13.418203196992696
379,403,1g,,,,,,,,,,,43.24157990181206,43.83403097982975,46.07537063070822,8.8436781528022,0.6331549248001337,1.490965880017851,10.858629133875988
390,405,2g,22.756104245142847,7.559546035739158,0.10542105008226946,0.24824759715472977,5.362954071717014,24.47327892428532,7.605147343965823,2.1473235631101106,5.056560472882951,5.76764236274214,113.33847271524503,71.40059514917851,,,,,
397,405,2g,30.045455477036626,7.0307791218710705,0.5448342720642302,1.2829866405422905,7.080842838974011,8.648411239689969,8.8313349803935,0.461000317851141,1.0855727684822238,2.038179811980702,102.85607263054563,74.85483590327809,,,,,
