x,y,model,amp1,v01 (km/s),σ1 (km/s),FWHM1 (km/s),SNR1,amp2,v02 (km/s),σ2 (km/s),FWHM2 (km/s),SNR2,AIC(1G),AIC(2G),amp,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
394,383,1g,,,,,,,,,,,58.43451770090459,61.03735860252165,14.474682944996927,6.981892503133594,1.5733763845290456,3.7050181778166875,3.3912217584545252
380,384,2g,13.115173172406191,6.4564652396438476,0.43329658086004696,1.0203354545408558,3.072707070487918,5.7684420844532855,8.808020511847793,1.616003523331321,3.805397416811062,1.3514676890345463,75.15963764356813,60.67415872321867,,,,,
371,385,2g,16.39755926236509,5.947231784606858,0.19241549202006608,0.45310384891869204,3.8417255816508544,15.347959986444817,7.450466923765709,0.29769559772156234,0.7010195474266895,3.5958187168383695,118.60567047898887,66.27011517637834,,,,,
387,388,1g,,,,,,,,,,,77.1883127806783,70.43539569285429,21.361543282113,8.455105979016107,1.9110419447568974,4.500159792352437,5.004719664516636
397,389,2g,14.560282257485142,5.709988011710108,3.9999999999999893,9.419279999999976,3.411276515586122,43.52201070313833,6.379652001584544,0.3631195564990327,0.8550811940350522,10.196616411497141,233.9128087281777,82.5032752349925,,,,,
379,391,1g,,,,,,,,,,,54.4531538795936,51.11809507594989,14.63391770524962,6.85762770529331,1.934599738201664,4.555634155512043,3.428528301590786
402,394,1g,,,,,,,,,,,148.96959942910397,,14.547180504112955,6.79920916250373,1.934599737569634,4.555634154023726,3.4082069525926872
385,395,2g,8.079473682227752,5.709988011711651,3.9999999999890514,9.419279999974218,1.8929110262482003,27.186194423328036,8.254385744986003,0.7624869575304533,1.795519537331862,6.3693563726611,106.79012867141573,94.30845695380185,,,,,
395,396,2g,28.708149851301016,6.232324051109318,0.4074000853603238,0.9593538690081977,6.725929872913407,21.940059543339334,7.149030624839989,2.642616941317325,6.222887225752864,5.140258172692984,173.14801803483974,92.35586376219746,,,,,
374,397,1g,,,,,,,,,,,52.52851819478617,45.78746415076119,11.27095031881976,7.350129399203509,1.0171283915668943,2.395154279029554,2.640630686342792
382,401,1g,,,,,,,,,,,41.70601884766717,40.38737108239873,10.864852545646462,8.182074599793847,1.5854831292906064,3.733527382516106,2.5454874897920705
391,402,2g,12.447545422371364,7.311019579009404,0.2888210175365213,0.6801215085153511,2.916290949936642,13.937734464110699,7.455003501045486,2.633804859196026,6.202136358531986,3.2654220170391275,66.342360224881,51.56492921340477,,,,,
398,402,2g,21.242685531817962,6.818614700050566,0.5445572398841939,1.2823342796240975,4.976872906802278,15.605574978986557,8.704102948758582,0.09450157191573592,0.2225341915786133,3.6561744131483613,60.62484163043694,41.57029588813576,,,,,
