x,y,score
395,396,0.051840261031813446
397,389,0.04053986807735195
385,395,0.038136545355206414
387,388,0.030943411047048498
391,402,0.02328458189008133
379,391,0.02123677928455587
402,394,0.01393661971861991
394,383,0.013405372822811514
398,402,0.009874356971536224
371,385,0.008707603137095144
382,401,0.00867100344704584
374,397,0.00797143610331977
380,384,0.007509451538963078
