x,y,score
387,393,0.04074029498811898
380,394,0.02997802772768624
394,393,0.026681583657814204
386,386,0.023236734557713086
390,399,0.021142890455217347
375,398,0.021083769870313008
394,386,0.01877041721828544
400,390,0.01576465943243798
383,400,0.012628284939394706
375,390,0.010696029894446664
368,393,0.009850813985415076
399,397,0.009234403043801284
400,383,0.006188044703024985
