x,y,score
393,396,0.06326132435583763
396,390,0.05561275849268367
387,392,0.04407749001555773
386,399,0.029503775759296073
400,397,0.013995523900104058
390,386,0.011385581562058461
391,404,0.008332190820126012
365,387,0.0066843626324168655
380,392,0.006537286882148984
375,386,0.0052880953053075636
360,393,0.004691653331283849
