x,y,score
398,391,0.04863498902189569
396,397,0.04187169828340006
394,386,0.032317197878632235
393,403,0.028811157048415758
389,398,0.02811607798189042
400,384,0.019037593723884402
389,391,0.01728833095722486
402,399,0.016639125038723068
404,393,0.015424207571213587
382,392,0.008076429083202226
399,405,0.006064281640453938
391,379,0.00549806061354791
385,386,0.00511325744119225
398,378,0.004519782666040646
391,409,0.0043456823510045275
