x,y,score
395,394,0.09409627463119798
387,393,0.07132176995837523
391,399,0.05985256098695756
397,388,0.05094950512305234
389,387,0.03412684903602072
384,399,0.02377520777290813
398,400,0.014349425903548102
402,395,0.010790549912475036
381,391,0.01047799824848771
398,366,0.0039880313568133
384,408,0.003782887412150485
384,382,0.003762750507114616
