x,y,model,AIC(best),amp1,v01 (km/s),σ1 (km/s),FWHM1 (km/s),SNR1,amp2,v02 (km/s),σ2 (km/s),FWHM2 (km/s),SNR2,amp3,v03 (km/s),σ3 (km/s),FWHM3 (km/s),SNR3
386,380,1g,37.14668884291231,0.004058154138675754,7.693151254857441,0.5006029069388934,1.1788297373178451,2.651161114628799,,,,,,,,,,
380,383,2g,49.637109070878246,0.003211169008602284,5.835858860692494,0.3581749386324841,0.8434375089905463,2.097832195916918,0.0020651178205215665,9.441698262523383,1.8463373425967815,4.347792101093753,1.3491257048901368,,,,,
394,383,2g,43.54479886832347,0.0045364314358655716,6.483688121402573,0.24102688244839346,0.5675749233271259,2.963616021216742,0.004671378446469624,8.205538526788988,3.08470330435319,7.263921035156979,3.051775872918582,,,,,
404,385,1g,32.74867229578074,0.0038821638055177065,6.750284605849408,0.9426800521792325,2.2198418404727005,2.5361879736698323,,,,,,,,,,
388,389,2g,62.42670265429807,0.005306724814937374,5.855355073785553,0.4019563423722454,0.946534834145011,3.4668428045437993,0.006017252363084441,8.239602153814264,0.9211071695225193,2.169041584935019,3.93102502684222,,,,,
397,389,3g,58.22217412899852,0.019108616529418594,6.196203763664386,0.6698467180561946,1.5773684486130881,12.48351328362282,0.010317655808822327,7.842460464644133,0.16348290064092616,0.38497280408726575,6.740445764191627,0.005734798766337737,8.966519446840271,0.38698874042648945,0.9112888257311059,3.746500248632031
403,392,2g,65.30349993296522,0.007421068428669061,6.614799703118614,0.5697504151781019,1.3416596726696979,4.848127344297221,0.00549498223222638,8.1483432360297,0.20463213109392395,0.481871834942594,3.5898299379058467,,,,,
383,394,2g,62.82873780910624,0.005329870329859339,5.751361590249629,0.2916139788923726,0.6866984297753369,3.481963592725393,0.005161607753026143,8.673487674545136,0.825200204467115,1.9431979454832518,3.3720389359717244,,,,,
396,396,3g,49.518728732040024,0.020185336929309437,6.1864924688079475,0.5499588710536034,1.2950541487344465,13.186926500068477,0.009476892349310859,7.649651116726613,0.18194491813405267,0.4284475321204299,6.191181415355199,0.007818412844058875,9.357750660257262,1.2713017208764952,2.9936867183543887,5.107709417130989
378,399,1g,79.63209337516348,0.003860713778786974,5.878269043928953,0.6447834368310487,1.51834893271849,2.522174834978451,,,,,,,,,,
390,399,2g,105.4176702031922,0.006598390807242273,6.211482995258678,3.9999999999999925,9.419279999999983,4.310678335395423,0.006442233233529465,7.580004726784903,0.3444432048057297,0.8111017475406285,4.208661784758125,,,,,
384,402,2g,80.5567293569078,0.00296767398441035,5.698339801506638,0.19485868138618506,0.45885712010181634,1.9387587557065111,0.0028721756512907074,8.20149994795941,0.8870448582301911,2.0888309730576187,1.8763704238130159,,,,,
396,403,3g,67.45729199323875,0.00836477874113111,5.461391222297874,0.08884377765776923,0.20921110450406813,5.46464608616295,0.007557540659694973,6.757307186192432,0.5956552907946528,1.4026609918690645,4.937283610855544,0.005395180138476121,8.583124146688547,0.08360068445482804,0.1968645637679182,3.5246299920517528
