x,y,Amplitude,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
406,376,0.0022124922923764706,6.105551720791688,1.9663812131132,4.6304738082632255,1.650274640342771
391,382,0.002529244820420774,7.730137454625889,0.7051932543109529,1.6606031791165183,1.8865370065879006
397,384,0.004462917552988208,6.301768986801449,1.8270983936350849,4.302487839299771,3.3288430811779945
385,386,0.004943397544764425,8.039771547962635,1.2181401666066993,2.8685008271287877,3.6872280339087014
370,387,0.003465901637402001,8.830313180915901,1.023150659278412,2.4093356354819906,2.5851794367081866
391,389,0.005202557092625927,7.744501235154345,1.0943031634290206,2.5768869753059263,3.880532404329424
377,391,0.007826668892086143,8.95301946454195,1.2600502684872898,2.96719157323924,5.837829688932378
397,391,0.004187656987990631,7.864604024899382,0.16298133864196085,0.38379171586086225,3.1235291320776333
368,393,0.004864984948492568,9.538621310637952,1.0181697607272688,2.3976065159557876,3.6287409062668283
386,393,0.012521392169549398,8.13189467352826,1.1507739140864708,2.7098654283691035,9.339574212481752
403,393,0.0034629201800284917,8.045770026482012,0.08357911777338693,0.196813778115127,2.582955599132924
390,398,0.005638272137135497,7.400599378817604,1.6395650847098169,3.860880652776371,4.20552765554344
397,398,0.004300116051963353,6.8772530576012265,0.8443398062860299,1.9882682626384691,3.2074111604988604
376,399,0.008394955308954628,9.87366574115753,1.1380195338967816,2.6798311588108192,6.2617085270376105
383,399,0.007159331406050967,8.656288122155003,0.827034941967064,1.9475184220428816,5.340069704163781
