x,y,Amplitude,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
398,378,0.011299157817898597,7.00730464787565,0.16525139016673104,0.38913727859242164,5.289823125379476
391,379,0.004476341342677986,7.508308507078199,0.9361698051834676,2.2045113806421335,2.0956476874834924
400,384,0.015275552364637374,6.681205900505049,0.429028221188843,1.0102842358199113,7.151415304900301
385,386,0.004269677270565749,8.106514998204283,0.820405633244147,1.9319075932759822,1.9988956635306387
394,386,0.010463348252790295,7.104828834639346,1.4660521676132567,3.4522889653390494,4.898529823951323
389,391,0.007618191555846021,8.131621030307798,1.165164667312644,2.74375306188116,3.566538897425513
398,391,0.01736028756049702,5.85473998649661,1.9404472754853557,4.569404053258426,8.127406668777171
382,392,0.002548321442330168,7.605459543805409,0.03960096480005236,0.0932531439304593,1.1930242867468441
404,393,0.010256782297424246,6.904994289463928,0.5931326742939804,1.396720684080951,4.8018237344160015
396,397,0.015021119279696276,5.812076143817762,1.9404472754342903,4.569404053138176,7.032299700155755
389,398,0.010635108127949983,7.391646975987604,1.3186862136887514,3.1052686697185456,4.978941070017181
402,399,0.010320207447694393,6.789502896881034,0.6949848067101634,1.636564122537227,4.831516905538741
393,403,0.00874476775735617,6.387908769595035,1.94044727548517,4.569404053257989,4.093957749281047
399,405,0.006991505807832482,6.958533993568964,0.4163958447231853,0.9805372630710513,3.2731491762078404
391,409,0.0035198419462713765,7.937564167418819,0.12684298578405404,0.29869239978400614,1.6478521342159491
