Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
40.187,36.60706835763452,217.8306936,glycolaldehyde_2178307,25.969196731093888
126.144,36.299254099105376,218.2605472,glycolaldehyde_2182605,32.92651818112366
