Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
143.022,32.70078075338805,220.6609161,propanenitrile_2206609,7.7304172575286305
240.095,30.957325257416777,232.96757,propanenitrile_2329676,1.3173928365166219
