Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
128.511,34.578797429538966,231.3698292,acetaldehyde_2313698,18.093517053383234
128.542,35.10717317580284,231.3632836,acetaldehyde_2313633,30.686502884935503
299.051,31.563833396541742,231.35729,acetaldehyde_2313573,1.009131021885461
