Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
143.022,31.61750540388158,220.6609161,propanenitrile_2206609,2.616630681183674
240.095,31.116342764358013,232.96757,propanenitrile_2329676,1.5444566514089362
