Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
40.187,35.02542617709243,217.8306936,glycolaldehyde_2178307,5.340231018923747
126.144,33.03108907673514,218.2605472,glycolaldehyde_2182605,1.253717746676513
