Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
128.511,33.24605005673904,231.3698292,acetaldehyde_2313698,4.772194812431784
128.542,33.55740209632906,231.3632836,acetaldehyde_2313633,6.514639225110052
299.051,32.49082161588862,231.35729,acetaldehyde_2313573,2.5499603384357177
