Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
143.022,33.55707795511729,220.6609161,propanenitrile_2206609,18.200699762879257
240.095,33.38320869773515,232.96757,propanenitrile_2329676,14.902635849191457
261.057,33.37966533187794,232.96232,propanenitrile_2329623,14.375535452009169
