Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
40.187,35.14977243057609,217.8306936,glycolaldehyde_2178307,6.047319811306066
126.144,34.384122025169376,218.2605472,glycolaldehyde_2182605,4.850812821236718
