Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
40.187,35.44749881528805,217.8306936,glycolaldehyde_2178307,8.144489407165715
126.144,33.08977476895081,218.2605472,glycolaldehyde_2182605,1.3294948083066418
