x,y,Amplitude,v0 (km/s),σ (km/s),FWHM (km/s),SNR_peak
386,380,0.004058124122441222,7.693151485263793,0.5006103162667216,1.1788471849512014,2.6511415052519545
380,383,0.0020128655273905474,6.787132957413701,1.972768653403145,4.645515080406795,1.314989680735976
394,383,0.0057522981596883,7.197624587173026,1.9727686534012776,4.645515080402396,3.7579324686993902
404,385,0.0038821544981089825,6.750284792917078,0.9426850542241707,2.2198536193881617,2.536181893210775
388,389,0.004987540143177849,7.840911666790971,1.9727686534031434,4.64551508040679,3.258321895470951
397,389,0.015730958321699896,5.947938368375666,1.3900364917712777,3.2732857315528405,10.276914965074797
403,392,0.005988627273331393,6.781918971080755,0.9796404127743528,2.3068768368093013,3.9123244742602514
383,394,0.004336206936166608,9.10185067265402,1.972768653403145,4.645515080406795,2.832810884285419
396,396,0.014930818785458046,5.921858307501067,1.9727686534030424,4.645515080406553,9.754189915145144
378,399,0.003690393117508916,7.6433799821304715,0.041973801133050666,0.09884074638413037,2.410905647370511
390,399,0.009637278911718103,7.313403953133092,1.5263866563878405,3.5943658261952147,6.295960732018076
384,402,0.0024322567778709086,8.84898491876327,1.972768653201098,4.64551507993101,1.588974782605937
396,403,0.006571990715083533,6.569295989610441,0.883734227113762,2.081035032692029,4.293431356753871
