Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
128.511,33.87822134711705,231.3698292,acetaldehyde_2313698,8.979800067284664
128.542,33.40929064358876,231.3632836,acetaldehyde_2313633,5.617801416101917
299.051,32.30235378632182,231.35729,acetaldehyde_2313573,2.1119463771780143
