Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
143.022,33.45203894977958,220.6609161,propanenitrile_2206609,16.385897174832103
261.057,32.719245629603044,232.96232,propanenitrile_2329623,7.4268969426459694
240.095,32.35695303890437,232.96757,propanenitrile_2329676,5.3403032572430185
