Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
143.022,32.69297361820741,220.6609161,propanenitrile_2206609,7.670299822819061
261.057,33.20158796341889,232.96232,propanenitrile_2329623,12.030564657896502
240.095,32.58744637256872,232.96757,propanenitrile_2329676,6.724622397022585
