Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
128.511,20.277046503733757,231.3698292,acetaldehyde_2313698,1.1126318439265611e-05
128.542,35.13414670573628,231.3632836,acetaldehyde_2313633,31.52549055051387
