Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
126.144,35.1261833676462,218.2605472,glycolaldehyde_2182605,10.187970131625423
40.187,35.71754368601913,217.8306936,glycolaldehyde_2178307,10.669470328953706
