Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
126.144,34.60952416566042,218.2605472,glycolaldehyde_2182605,6.077226495547123
40.187,33.29185683651174,217.8306936,glycolaldehyde_2178307,0.9433664924972279
