Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
128.511,33.98610089187268,231.3698292,acetaldehyde_2313698,10.002721066199443
128.542,33.90104135035082,231.3632836,acetaldehyde_2313633,9.186096463825102
299.051,32.234549751787576,231.35729,acetaldehyde_2313573,1.973494721433217
