Eu_K,ln_Nu_over_gu,freq_GHz,tag,I_K_kms
261.057,34.412183763184856,232.96232,propanenitrile_2329623,40.36835823664052
240.095,33.30897682461324,232.96757,propanenitrile_2329676,13.836447404524684
